player_name,player_id,season,injury,from,until,days_missed,games_missed,age,dob,nationality_id,nationality_name,club_name,league_id,league_name,overall,value_eur,wage_eur,height_cm,weight_kg,club_position,fifa_update_date,short_name,long_name,combined_name,preferred_foot,work_rate,body_type,pace,month,injury_category,position_category,total_days_missed,injury_count
Kerem Demirbay,125858,22/23,muscular problems,2022-10-24,2022-10-27,3,1,28,1993-07-03,21,Germany,Bayer 04 Leverkusen,19,Bundesliga,81,25500000,65000,183,71,LDM,2022-09-01,K. Demirbay,Kerem Demirbay,Kerem Demirbay,Left,High/Medium,Normal (170-185),69,Oct,muscle injuries,midfielders,17,2
Kerim Alici,341646,22/23,unknown injury,2022-10-09,2022-10-16,7,2,25,1997-06-24,48,Turkey,Hatayspor,68,Super Lig,65,975000,3000,183,73,SUB,2022-09-26,K. Alıcı,Kerim Alıcı,Kerim Alıcı,Right,Medium/Medium,Normal (170-185),73,Oct,unknown injuries,other,92,4
Kerim Frei,146844,21/22,unknown injury,2021-11-03,2022-05-23,201,33,27,1993-11-19,48,Turkey,Fatih Karagümrük,68,Super Lig,70,1700000,9000,171,70,LM,2021-08-16,K. Frei,Kerim Frei Koyunlu,Kerim Frei,Right,High/Low,Normal (170-185),88,Nov,unknown injuries,midfielders,212,2
Keven Schlotterbeck,413843,22/23,flesh wound,2023-04-17,2023-04-30,13,2,25,1997-04-28,21,Germany,SC Freiburg,19,Bundesliga,72,2900000,17000,189,84,SUB,2022-09-01,K. Schlotterbeck,Keven Schlotterbeck,Keven Schlotterbeck,Left,Medium/Medium,Normal (185+),60,Apr,miscellaneous,other,26,3
Kevin Agudelo,587458,22/23,Patellar tendon problems,2023-04-06,2023-04-13,7,1,23,1998-11-14,56,Colombia,Spezia,31,Serie A,72,3700000,13000,178,70,SUB,2022-09-01,K. Agudelo,Kevin Andrés Agudelo Ardila,Kevin Agudelo,Left,High/High,Normal (170-185),74,Apr,joint and ligament injuries,other,88,4
Kevin Akpoguma,160241,22/23,Thigh problems,2023-05-26,2023-05-28,2,1,27,1995-04-19,133,Nigeria,TSG Hoffenheim,19,Bundesliga,75,6000000,28000,192,85,RES,2022-09-01,K. Akpoguma,Kevin John Ufuoma Akpoguma,Kevin Akpoguma,Right,Medium/Medium,Normal (185+),77,May,miscellaneous,other,40,3
Kevin Behrens,117432,22/23,Ill,2023-03-16,2023-03-18,2,1,31,1991-02-03,21,Germany,FC Union Berlin,19,Bundesliga,71,1600000,20000,185,85,SUB,2022-09-01,K. Behrens,Kevin Behrens,Kevin Behrens,Right,High/Medium,Stocky (185+),72,Mar,illnesses and infections,other,22,3
Kevin Bonifazi,247377,22/23,Lumbago,2023-03-27,2023-03-31,4,NA,26,1996-05-19,27,Italy,Bologna,31,Serie A,73,3300000,23000,187,85,LCB,2022-09-01,K. Bonifazi,Kevin Bonifazi,Kevin Bonifazi,Right,Medium/High,Normal (185+),52,Mar,rest and fitness,defenders,179,6
Kevin Bukusu,453796,22/23,unknown injury,2023-04-21,2023-05-04,13,2,21,2001-02-27,98,Angola,Wolfsberger AC,80,Bundesliga,63,1000000,2000,188,91,SUB,2022-09-26,K. Bukusu,Kevin Bukusu,Kevin Bukusu,Left,Low/Medium,Stocky (185+),65,Apr,unknown injuries,other,184,4
Kevin Danso,263236,22/23,Adductor pain,2023-06-04,2023-06-19,15,1,23,1998-09-19,4,Austria,Lens,16,Ligue 1,75,7500000,23000,190,85,CB,2022-09-01,K. Danso,Kevin Danso,Kevin Danso,Right,Medium/Medium,Normal (185+),79,Jun,muscle injuries,defenders,57,4
Kevin De Bruyne,88755,22/23,Foot bruise,2023-04-26,2023-05-04,8,3,31,1991-06-28,7,Belgium,Manchester City,13,Premier League,91,107500000,350000,181,70,RCM,2022-09-01,K. De Bruyne,Kevin De Bruyne,Kevin De Bruyne,Right,High/High,Unique,74,Apr,bruises and contusions,midfielders,65,4
Kevin Felida,433933,22/23,unknown injury,2022-08-10,2022-09-02,23,3,22,1999-11-11,85,Curacao,RKC Waalwijk,10,Eredivisie,62,600000,1000,174,66,SUB,2022-09-01,K. Felida,Kevin Felida,Kevin Felida,Right,Medium/Medium,Lean (170-185),64,Aug,unknown injuries,other,23,1
Kevin Gameiro,27389,22/23,Muscle fatigue,2023-04-01,2023-04-05,4,1,35,1987-05-09,18,France,Strasbourg,16,Ligue 1,77,4500000,22000,172,70,RS,2022-09-01,K. Gameiro,Kévin Gameiro,Kévin Gameiro,Right,Medium/Medium,Stocky (170-185),78,Apr,muscle injuries,forwards,20,2
Kevin Kampl,53418,22/23,muscular problems,2023-05-01,2023-05-05,4,1,31,1990-10-09,44,Slovenia,RB Leipzig,19,Bundesliga,80,17500000,58000,178,66,RCM,2022-09-01,K. Kampl,Kevin Kampl,Kevin Kampl,Right,High/High,Lean (170-185),69,May,muscle injuries,midfielders,6,2
Kevin Lasagna,131951,22/23,muscular problems,2023-04-21,2023-06-08,48,9,29,1992-08-10,27,Italy,Hellas Verona,31,Serie A,73,3000000,24000,186,80,SUB,2022-09-01,K. Lasagna,Kevin Lasagna,Kevin Lasagna,Left,High/Low,Lean (185+),87,Apr,muscle injuries,other,150,7
Kevin Malcuit,126711,22/23,Calf muscle tear,2023-03-11,2023-03-25,14,2,30,1991-07-31,18,France,Ankaragücü,68,Super Lig,74,3600000,13000,178,77,RB,2022-09-26,K. Malcuit,Kévin Malcuit,Kévin Malcuit,Right,High/Medium,Normal (170-185),75,Mar,muscle injuries,defenders,114,6
Kevin Mohwald,94137,22/23,Knock,2022-09-08,2022-10-03,25,5,28,1993-07-03,21,Germany,FC Union Berlin,19,Bundesliga,71,1900000,19000,182,75,RES,2022-09-01,K. Möhwald,Kevin Möhwald,Kevin Möhwald,Right,Medium/Medium,Normal (170-185),43,Sep,bruises and contusions,other,95,6
Kevin Nisbet,360661,22/23,Hamstring strain,2023-01-31,2023-03-03,31,3,25,1997-03-08,42,Scotland,Hibernian,50,Premiership,69,1900000,5000,180,75,SUB,2022-09-01,K. Nisbet,Kevin Nisbet,Kevin Nisbet,Right,High/Medium,Normal (170-185),67,Jan,muscle injuries,other,297,3
Kevin Paredes,711517,22/23,Muscle strain,2023-04-17,2023-05-03,16,3,19,2003-05-07,95,United States,VfL Wolfsburg,19,Bundesliga,63,1100000,5000,168,55,SUB,2022-09-01,K. Paredes,Kevin Paredes,Kevin Paredes,Left,High/Medium,Lean (170-),77,Apr,muscle injuries,other,97,4
Kevin Ruegg,290032,21/22,unknown injury,2022-05-10,2022-05-13,3,1,22,1998-08-05,47,Switzerland,Hellas Verona,31,Serie A,72,5000000,15000,173,77,SUB,2021-08-16,K. Rüegg,Kevin Rüegg,Kevin Rüegg,Right,Medium/Medium,Stocky (170-185),80,May,unknown injuries,other,38,2
Kevin Schade,473050,21/22,Abdominal muscle strain,2022-03-10,2022-09-11,185,29,19,2001-11-27,21,Germany,SC Freiburg,19,Bundesliga,62,950000,3000,183,74,RES,2021-08-16,K. Schade,Kevin Schade,Kevin Schade,Right,Medium/Medium,Lean (170-185),69,Mar,muscle injuries,other,185,1
Kevin Soni,353959,22/23,unknown injury,2022-12-27,2023-02-06,41,7,24,1998-04-17,103,Cameroon,Hatayspor,68,Super Lig,65,1400000,3000,183,76,SUB,2022-09-26,K. Soni,Kévin Soni,Kévin Soni,Left,Medium/Medium,Normal (170-185),76,Dec,unknown injuries,other,112,2
Kevin Spadanuda,371554,22/23,Contracture,2022-12-27,2023-01-25,29,6,25,1997-01-16,47,Switzerland,Ajaccio,16,Ligue 1,69,1800000,9000,177,72,SUB,2022-09-01,K. Spadanuda,Kevin Spadanuda,Kevin Spadanuda,Right,High/Medium,Normal (170-185),73,Dec,miscellaneous,other,31,2
Kevin Stoger,106872,22/23,cold,2023-05-06,2023-05-08,2,1,28,1993-08-27,4,Austria,VfL Bochum 1848,19,Bundesliga,72,2300000,18000,175,74,LCM,2022-09-01,K. Stöger,Kevin Stöger,Kevin Stöger,Left,Medium/Medium,Normal (170-185),56,May,illnesses and infections,midfielders,9,2
Kevin Strootman,68864,21/22,Knee surgery,2021-12-01,2022-04-23,143,20,31,1990-02-13,34,Netherlands,Cagliari,31,Serie A,76,6000000,35000,186,78,LCM,2021-08-16,K. Strootman,Kevin Strootman,Kevin Strootman,Left,Low/Medium,Normal (185+),50,Dec,surgeries,midfielders,165,3
Kevin Trapp,45672,22/23,cold,2023-01-24,2023-01-27,3,1,31,1990-07-08,21,Germany,Eintracht Frankfurt,19,Bundesliga,86,36000000,43000,189,84,GK,2022-09-01,K. Trapp,Kevin Trapp,Kevin Trapp,Right,Medium/Medium,Normal (185+),NA,Jan,illnesses and infections,goalkeepers,17,3
Kevin Varga,385906,21/22,unknown injury,2022-02-04,2022-02-09,5,1,25,1996-03-30,23,Hungary,Kasımpaşa,68,Super Lig,69,1800000,7000,178,76,LM,2021-08-16,K. Varga,Kevin Varga,Kevin Varga,Right,High/Medium,Normal (170-185),84,Feb,unknown injuries,midfielders,64,2
Kevin Vogt,84435,22/23,Knee surgery,2023-05-04,2023-06-28,55,4,30,1991-09-23,21,Germany,TSG Hoffenheim,19,Bundesliga,76,6000000,29000,194,87,RCB,2022-09-01,K. Vogt,Kevin Vogt,Kevin Vogt,Right,High/Medium,Normal (185+),71,May,surgeries,defenders,125,8
Kevin Volland,82009,22/23,Rib fracture,2023-03-06,2023-03-31,25,2,29,1992-07-30,21,Germany,Monaco,16,Ligue 1,82,30500000,76000,179,85,SUB,2022-09-01,K. Volland,Kevin Volland,Kevin Volland,Left,High/High,Stocky (170-185),70,Mar,bone injuries,other,92,6
Kevin Wimmer,122675,22/23,Knee problems,2022-10-14,2022-11-11,28,6,29,1992-11-15,4,Austria,Rapid Vienna,80,Bundesliga,69,1200000,13000,187,85,RCB,2022-09-01,K. Wimmer,Kevin Wimmer,Kevin Wimmer,Left,Medium/Medium,Normal (185+),50,Oct,joint and ligament injuries,defenders,134,2
Kevin van Veen,159894,22/23,Ill,2022-12-23,2022-12-31,8,2,31,1991-06-01,34,Netherlands,Motherwell,50,Premiership,67,850000,3000,189,85,ST,2022-09-01,K. van Veen,Kevin van Veen,Kevin van Veen,Right,Medium/Low,Normal (185+),55,Dec,illnesses and infections,forwards,8,1
Kevin-Prince Boateng,16922,22/23,infection,2022-10-17,2022-10-24,7,1,35,1987-03-06,117,Ghana,Hertha BSC,19,Bundesliga,74,1700000,19000,186,77,RCM,2022-09-01,K. Boateng,Kevin-Prince Boateng,Kevin-Prince Boateng,Right,Medium/Medium,Normal (185+),48,Oct,illnesses and infections,midfielders,65,8
Keylor Navas,79422,22/23,Groin injury,2023-05-20,2023-07-17,58,3,35,1986-12-15,72,Costa Rica,Paris Saint Germain,16,Ligue 1,88,10000000,85000,185,80,SUB,2022-09-01,K. Navas,Keylor Navas Gamboa,Keylor Navas,Right,Medium/Medium,Normal (185+),NA,May,muscle injuries,other,92,7
Khaly Thiam,241007,21/22,Knee injury,2022-02-17,2022-02-22,5,1,27,1994-01-07,136,Senegal,Altay,68,Super Lig,66,975000,4000,186,79,RCB,2021-08-16,K. Thiam,Khaly Iyane Thiam,Khaly Thiam,Right,Medium/High,Lean (185+),68,Feb,joint and ligament injuries,defenders,5,1
Khephren Thuram,463618,22/23,Hamstring injury,2023-05-14,2023-06-15,32,3,21,2001-03-26,18,France,Nice,16,Ligue 1,77,21500000,30000,192,81,RCM,2022-09-01,K. Thuram,Khéphren Thuram-Ulien,Khéphren Thuram,Right,High/High,Normal (185+),74,May,muscle injuries,midfielders,32,1
Khouma Babacar,124902,21/22,muscular problems,2022-05-21,2022-06-30,40,1,28,1993-03-17,136,Senegal,Alanyaspor,68,Super Lig,73,3100000,28000,185,85,SUB,2021-08-16,K. Babacar,Khouma El Hadji Babacar,Khouma Babacar,Right,Medium/Low,Normal (185+),67,May,muscle injuries,other,106,4
Khvicha Kvaratskhelia,502670,22/23,bruise,2023-05-18,2023-05-20,2,NA,21,2001-02-12,20,Georgia,Napoli,31,Serie A,74,9500000,33000,183,70,LW,2022-09-01,K. Kvaratskhelia,Khvicha Kvaratskhelia,Khvicha Kvaratskhelia,Right,Medium/Medium,Normal (170-185),81,May,bruises and contusions,forwards,27,3
Kian Fitz-Jim,559333,22/23,Ankle injury,2023-04-21,2023-08-05,106,6,18,2003-07-05,34,Netherlands,Ajax,10,Eredivisie,64,1500000,1000,174,60,RES,2022-09-01,K. Fitz-Jim,Kian Fitz-Jim,Kian Fitz-Jim,Right,Medium/Medium,Lean (170-185),68,Apr,joint and ligament injuries,other,106,1
Kian Slor,513332,21/22,Corona virus,2022-02-24,2022-03-05,9,2,19,2002-03-23,34,Netherlands,FC Groningen,10,Eredivisie,62,950000,1000,181,77,SUB,2021-08-16,K. Slor,Kian Slor,Kian Slor,Right,High/Medium,Normal (170-185),74,Feb,coronavirus,other,9,1
Kieran Tierney,300716,21/22,Knee surgery,2022-03-31,2022-07-07,98,10,24,1997-06-05,42,Scotland,Arsenal,13,Premier League,80,31000000,69000,178,76,LB,2021-08-16,K. Tierney,Kieran Tierney,Kieran Tierney,Left,High/High,Normal (170-185),84,Mar,surgeries,defenders,114,2
Kieran Trippier,95810,21/22,Metatarsal fracture,2022-02-13,2022-05-01,77,15,30,1990-09-19,14,England,Atlético Madrid,53,La Liga,84,36500000,74000,173,69,RB,2021-08-16,K. Trippier,Kieran Trippier,Kieran Trippier,Right,Medium/Medium,Normal (170-185),73,Feb,bone injuries,defenders,109,2
Kiernan Dewsbury-Hall,475188,21/22,Calf injury,2022-04-29,2022-05-03,4,1,22,1998-09-06,14,England,Leicester City,13,Premier League,71,4200000,42000,177,70,RES,2021-08-16,K. Dewsbury-Hall,Kiernan Dewsbury-Hall,Kiernan Dewsbury-Hall,Left,High/Medium,Normal (170-185),62,Apr,muscle injuries,other,4,1
Kik Pierie,361207,22/23,Muscle injury,2023-01-01,2023-03-16,74,12,21,2000-07-20,34,Netherlands,Ajax,10,Eredivisie,66,1200000,3000,183,75,RES,2022-09-01,K. Pierie,Kik Pierie,Kik Pierie,Left,Medium/Medium,Normal (170-185),59,Jan,muscle injuries,other,345,4
Kike Barja,298575,21/22,Foot injury,2021-08-24,2021-10-15,52,6,24,1997-04-04,45,Spain,Osasuna,53,La Liga,73,4800000,19000,178,69,SUB,2021-08-16,NA,Enrique Barja Afonso,Enrique NA,Right,Medium/Medium,Lean (170-185),76,Aug,miscellaneous,other,52,1
Kike Salas,766583,22/23,Muscle contusion,2023-03-04,2023-03-17,13,2,20,2002-04-23,45,Spain,Sevilla,53,La Liga,61,800000,3000,186,80,RES,2022-09-26,NA,Enrique Jesús Salas Valiente,Enrique NA,Left,Low/Medium,Normal (185+),60,Mar,muscle injuries,other,13,1
Kike Saverio,388519,22/23,Fitness,2022-11-08,2023-01-23,76,1,23,1999-06-19,57,Ecuador,Osasuna,53,La Liga,66,1900000,7000,178,69,RES,2022-09-01,NA,Javier Enrique Delgado Saverio,Javier NA,Right,Medium/Medium,Normal (170-185),79,Nov,rest and fitness,other,76,1
Kilian Fischer,435796,22/23,muscular problems,2023-03-25,2023-04-24,30,5,21,2000-10-12,21,Germany,VfL Wolfsburg,19,Bundesliga,69,2100000,12000,182,77,RES,2022-09-01,K. Fischer,Kilian Fischer,Kilian Fischer,Right,High/Medium,Normal (170-185),77,Mar,muscle injuries,other,30,1
Kilian Ludewig,361516,21/22,unknown injury,2022-03-15,2022-04-05,21,2,21,2000-03-05,21,Germany,Salzburg,80,Bundesliga,65,1500000,5000,175,66,SUB,2021-08-16,K. Ludewig,Kilian Ludewig,Kilian Ludewig,Right,High/Medium,Normal (170-185),74,Mar,unknown injuries,other,21,1
Kiliann Sildillia,548348,21/22,Corona virus,2022-01-06,2022-01-24,18,4,19,2002-05-16,18,France,SC Freiburg,19,Bundesliga,62,875000,2000,186,80,RES,2021-08-16,K. Sildillia,Kiliann Sildillia,Kiliann Sildillia,Right,Medium/Medium,Normal (185+),57,Jan,coronavirus,other,18,1
Kimberly Ezekwem,453865,22/23,Tendon irritation,2022-08-04,2022-11-14,102,22,21,2001-06-19,21,Germany,SC Freiburg,19,Bundesliga,63,1000000,4000,187,76,RES,2022-09-01,K. Ezekwem,Kimberly Ezekwem,Kimberly Ezekwem,Left,Medium/Medium,Lean (185+),62,Aug,inflammation,other,277,3
Kingsley Coman,243714,22/23,Knock,2023-02-15,2023-02-20,5,1,26,1996-06-13,18,France,FC Bayern München,19,Bundesliga,86,80000000,105000,179,75,LM,2022-09-01,K. Coman,Kingsley Junior Coman,Kingsley Coman,Right,Medium/Medium,Unique,92,Feb,bruises and contusions,midfielders,122,10
Kingsley Ehizibue,272812,22/23,Cruciate ligament tear,2023-05-04,2023-12-01,211,22,27,1995-05-25,133,Nigeria,FC Köln,19,Bundesliga,72,2500000,18000,189,78,SUB,2022-09-01,K. Ehizibue,Kingsley Ehizibue,Kingsley Ehizibue,Right,High/Medium,Normal (185+),88,May,joint and ligament injuries,other,211,1
Kingsley Michael,401920,22/23,muscular problems,2022-08-29,2022-09-09,11,2,22,1999-08-26,133,Nigeria,Bologna,31,Serie A,66,1900000,8000,176,70,SUB,2022-09-01,K. Michael,Kingsley Dogo Michael,Kingsley Michael,Right,High/Medium,Lean (170-185),73,Aug,muscle injuries,other,243,3
Kirill Nababkin,38805,21/22,Muscle injury,2022-04-15,2022-05-05,20,4,34,1986-09-08,40,Russia,CSKA Moskva,67,Premier League,70,525000,20000,184,77,RES,2021-08-16,K. Nababkin,Kirill Nababkin,Kirill Nababkin,Right,Medium/High,Lean (170-185),70,Apr,muscle injuries,other,31,2
Kjell Peersman,654919,22/23,Back injury,2022-09-14,2023-01-19,127,23,18,2004-05-21,7,Belgium,PSV,10,Eredivisie,60,700000,500,194,71,RES,2022-09-01,K. Peersman,Kjell Peersman,Kjell Peersman,Right,Medium/Medium,Normal (185+),NA,Sep,back injuries,other,127,1
Kjell Scherpen,463527,22/23,Knee injury,2022-10-15,2022-11-07,23,4,22,2000-01-23,34,Netherlands,Brighton & Hove Albion,13,Premier League,67,2000000,12000,202,85,RES,2022-09-01,K. Scherpen,Kjell Scherpen,Kjell Scherpen,Right,Medium/Medium,Normal (185+),NA,Oct,joint and ligament injuries,other,78,3
Koen Casteels,108880,21/22,Shoulder injury,2022-05-06,2022-05-12,6,1,29,1992-06-25,7,Belgium,VfL Wolfsburg,19,Bundesliga,86,52000000,88000,197,86,GK,2021-08-16,K. Casteels,Koen Casteels,Koen Casteels,Left,Medium/Medium,Normal (185+),NA,May,miscellaneous,goalkeepers,49,5
Kofi Schulz,192539,22/23,Torn muscle fiber,2023-05-10,2023-06-09,30,4,32,1989-07-21,21,Germany,Wattens,80,Bundesliga,66,600000,3000,188,82,LB,2022-09-01,K. Schulz,Kofi Yeboah Schulz,Kofi Schulz,Left,High/Medium,Normal (185+),78,May,muscle injuries,defenders,30,1
Koke,74229,22/23,Muscle injury,2022-10-18,2022-11-08,21,6,30,1992-01-08,45,Spain,Atlético Madrid,53,La Liga,83,34500000,74000,176,77,LCM,2022-09-01,NA,Jorge Resurrección Merodio,Jorge NA,Right,Medium/Medium,Normal (170-185),70,Oct,muscle injuries,midfielders,49,4
Komnen Andric,260316,22/23,Pubalgia,2023-03-30,2023-04-27,28,4,27,1995-07-01,51,Serbia,Clermont,16,Ligue 1,69,1600000,10000,189,86,ST,2022-09-01,K. Andrić,Komnen Andrić,Komnen Andrić,Right,High/High,Normal (185+),64,Mar,miscellaneous,forwards,28,1
Koni De Winter,490384,22/23,Collateral ligament injury,2023-04-14,2023-06-10,57,10,20,2002-06-12,7,Belgium,Empoli,31,Serie A,64,1300000,12000,191,75,SUB,2022-09-01,K. De Winter,Koni De Winter,Koni De Winter,Right,Medium/Medium,Normal (185+),64,Apr,joint and ligament injuries,other,127,5
Konrad Laimer,223967,22/23,Ankle injury,2023-06-16,2023-06-23,7,2,25,1997-05-27,4,Austria,RB Leipzig,19,Bundesliga,83,38500000,64000,180,72,LCM,2022-09-01,K. Laimer,Konrad Laimer,Konrad Laimer,Right,Medium/High,Lean (170-185),84,Jun,joint and ligament injuries,midfielders,187,6
Konrad Michalak,387160,22/23,Fitness,2023-03-27,2023-04-08,12,2,24,1997-09-19,37,Poland,Konyaspor,68,Super Lig,68,1900000,7000,174,61,RM,2022-09-01,K. Michalak,Konrad Michalak,Konrad Michalak,Right,High/Medium,Lean (170-185),92,Mar,rest and fitness,midfielders,68,3
Konrad de la Fuente,466809,22/23,Cruciate ligament injury,2022-09-16,2023-06-01,258,42,20,2001-07-16,95,United States,Olympique Marseille,16,Ligue 1,73,4300000,24000,170,63,SUB,2022-09-01,K. de la Fuente,Konrad de la Fuente,Konrad de la Fuente,Right,Medium/Low,Normal (170-),81,Sep,joint and ligament injuries,other,348,4
Konstantinos Manolas,104752,21/22,Hip injury,2022-04-26,2022-05-12,16,5,30,1991-06-14,22,Greece,Napoli,31,Serie A,83,30000000,80000,189,83,RCB,2021-08-16,K. Manolas,Konstantinos Manolas,Konstantinos Manolas,Right,Low/Medium,Normal (185+),81,Apr,miscellaneous,defenders,59,6
Konstantinos Mavropanos,415912,22/23,Shin injury,2023-05-04,2023-05-15,11,2,24,1997-12-11,22,Greece,VfB Stuttgart,19,Bundesliga,78,19000000,22000,194,89,RCB,2022-09-01,K. Mavropanos,Konstantinos Mavropanos,Konstantinos Mavropanos,Right,High/High,Normal (185+),81,May,miscellaneous,defenders,61,6
Konstantinos Stafylidis,148967,22/23,Shoulder injury,2023-05-16,2023-05-31,15,2,28,1993-12-02,22,Greece,VfL Bochum 1848,19,Bundesliga,72,2100000,17000,178,72,SUB,2022-09-01,K. Stafylidis,Konstantinos Stafylidis,Konstantinos Stafylidis,Left,Medium/Medium,Normal (170-185),69,May,miscellaneous,other,118,12
Konstantinos Tsimikas,338070,22/23,Bruised ribs,2023-03-27,2023-03-31,4,NA,26,1996-05-12,22,Greece,Liverpool,13,Premier League,77,12500000,80000,179,68,SUB,2022-09-01,K. Tsimikas,Konstantinos Tsimikas,Konstantinos Tsimikas,Left,High/High,Normal (170-185),80,Mar,bruises and contusions,other,4,1
Koray Altinay,148550,21/22,unknown injury,2022-03-12,2022-04-06,25,3,29,1991-10-11,48,Turkey,Sivasspor,68,Super Lig,67,900000,6000,186,86,SUB,2021-08-16,K. Altınay,Koray Altınay,Koray Altınay,Right,High/Medium,Stocky (185+),78,Mar,unknown injuries,other,75,4
Koray Gunter,115763,22/23,muscular problems,2023-04-01,2023-04-14,13,2,27,1994-08-16,21,Germany,Hellas Verona,31,Serie A,76,8000000,24000,184,79,CB,2022-09-01,K. Günter,Koray Günter,Koray Günter,Right,Low/High,Normal (170-185),62,Apr,muscle injuries,defenders,61,4
Krepin Diatta,490426,21/22,Cruciate ligament tear,2021-11-19,2022-07-01,224,45,22,1999-02-25,136,Senegal,Monaco,16,Ligue 1,76,15000000,38000,175,69,SUB,2021-08-16,K. Diatta,Krépin Diatta,Krépin Diatta,Right,High/Medium,Lean (170-185),93,Nov,joint and ligament injuries,other,254,3
Kristal Abazaj,481795,22/23,Meniscus injury,2023-02-01,2023-03-08,35,7,25,1996-07-06,1,Albania,İstanbulspor,68,Super Lig,65,850000,4000,183,75,RM,2022-09-01,K. Abazaj,Kristal Abazaj,Kristal Abazaj,Left,Medium/Medium,Normal (170-185),81,Feb,joint and ligament injuries,midfielders,35,1
Kristian Pedersen,331779,22/23,Muscle injury,2023-01-15,2023-03-28,72,10,27,1994-08-04,13,Denmark,FC Köln,19,Bundesliga,71,1800000,16000,191,83,SUB,2022-09-01,K. Pedersen,Kristian Pedersen,Kristian Pedersen,Left,Medium/High,Normal (185+),64,Jan,muscle injuries,other,72,1
Kristijan Bistrovic,375857,22/23,unknown injury,2022-12-06,2023-01-06,31,1,24,1998-04-09,10,Croatia,Lecce,31,Serie A,70,2300000,8000,183,75,RCM,2022-09-01,K. Bistrović,Kristijan Bistrović,Kristijan Bistrović,Right,Medium/Medium,Normal (170-185),67,Dec,unknown injuries,midfielders,53,3
Kristijan Jakic,374954,22/23,Calf injury,2023-04-16,2023-05-23,37,6,25,1997-05-14,10,Croatia,Eintracht Frankfurt,19,Bundesliga,76,9000000,23000,181,75,SUB,2022-09-01,K. Jakić,Kristijan Jakić,Kristijan Jakić,Right,Medium/High,Normal (170-185),64,Apr,muscle injuries,other,89,5
Kristoffer Ajer,328658,21/22,Hamstring injury,2022-07-09,2022-08-31,53,6,23,1998-04-17,36,Norway,Brentford,13,Premier League,75,11500000,33000,196,94,RCB,2021-08-16,K. Ajer,Kristoffer Vassbakk Ajer,Kristoffer Ajer,Right,High/Medium,Normal (185+),73,Jul,muscle injuries,defenders,53,1
Kristoffer Askildsen,574495,22/23,Stomach flu,2023-02-15,2023-02-19,4,1,21,2001-01-09,36,Norway,Lecce,31,Serie A,68,3000000,6000,190,77,LCM,2022-09-01,K. Askildsen,Kristoffer Askildsen,Kristoffer Askildsen,Right,Medium/Medium,Lean (185+),58,Feb,illnesses and infections,midfielders,36,3
Krisztofer Horvath,543736,22/23,concussion,2022-09-03,2022-09-14,11,2,20,2002-01-08,23,Hungary,Torino,31,Serie A,62,950000,5000,185,72,SUB,2022-09-01,K. Horváth,Krisztofer Horváth,Krisztofer Horváth,Right,Medium/Medium,Normal (185+),67,Sep,head and neck injuries,other,11,1
Kubilay Kanatsizkus,330876,21/22,unknown injury,2022-03-17,2022-03-19,2,1,24,1997-03-28,48,Turkey,Yeni Malatyaspor,68,Super Lig,68,1900000,6000,190,79,LS,2021-08-16,K. Kanatsızkuş,Kubilay Kanatsızkuş,Kubilay Kanatsızkuş,Left,Medium/Medium,Lean (185+),65,Mar,unknown injuries,forwards,29,4
Kurt Zouma,157509,22/23,Hamstring injury,2023-01-27,2023-03-04,36,7,27,1994-10-27,18,France,West Ham United,13,Premier League,80,22500000,70000,190,95,RCB,2022-09-01,K. Zouma,Kurt Happy Zouma,Kurt Zouma,Right,Medium/Medium,Normal (185+),62,Jan,muscle injuries,defenders,143,4
